Rk,Name,YoB,Votes,Pvote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,Gp,GS,SV,IP,Hp,HRp,BBp,SO,PosSummary,Year
129,y X-Geoff Zahn,1st,0,0,5,7,13,20.3,20.7,20.5,61.5,48,43,3,6,0,1,0,0,0.14,0.14,0.14,0.279,-22,111,109,3.74,107,1.354,304,270,1,1849,1978,149,526,705,*1,1991
130,y X-Bruce Kison,1st,0,0,11,15,15,15.1,13.2,14.2,61.5,263,404,31,66,3,31,2,16,0.163,0.2,0.248,0.448,24,115,88,3.66,102,1.301,380,246,12,1809.2,1693,150,662,1073,*1,1991
131,y Tom Seaver,1st,425,0.988,244,66,20,109.9,59.4,84.6,61.5,582,1315,99,202,12,86,4,108,0.154,0.219,0.21,0.429,22,311,205,2.86,127,1.121,656,647,1,4783,3971,380,1390,3640,*1,1992
132,y Rollie Fingers,2nd,349,0.812,128,18,17,25.6,18.8,22.2,32.5,497,180,10,31,2,9,0,3,0.172,0.186,0.222,0.408,16,114,118,2.9,120,1.156,944,37,341,1701.1,1474,123,492,1299,*1,1992
133,y Orlando Cepeda HOF,13th,246,0.572,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1992
134,y Tony Perez HOF,1st,215,0.5,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1992
135,y X-Bill Mazeroski HOF,15th,182,0.423,71,16,17,36.5,26,31.2,56.9,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,,,,,,,,,,,,,,*4/5,1992
136,y Tony Oliva,11th,175,0.407,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1992
137,y Ron Santo HOF,9th,136,0.316,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1992
138,y Jim Kaat,4th,114,0.265,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1992
139,y X-Maury Wills,15th,110,0.256,104,30,14,39.7,29.6,34.7,55,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,,,,,,,,,,,,,,*6*5/4,1992
140,y Ken Boyer,13th,71,0.165,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1992
141,y Minnie Minoso,8th,69,0.16,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1992
142,y Dick Allen,9th,69,0.16,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1992
143,y Joe Torre HOF,10th,62,0.144,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1992
144,y Luis Tiant,5th,50,0.116,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1992
145,y Mickey Lolich,8th,45,0.105,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1992
146,y Curt Flood,11th,42,0.098,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1992
147,y Pete Rose,1st,41,0.095,311,55,24,79.7,44.9,62.3,53.6,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118,,,,,,,,,,,,,,*3*7*5*4*98,1992
148,y Bobby Bonds,6th,40,0.093,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1992
149,y Vada Pinson,11th,36,0.084,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1992
150,y Thurman Munson,12th,32,0.074,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1992
151,y Rusty Staub,2nd,26,0.06,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1992
152,y George Foster,1st,24,0.056,92,27,18,44.2,36.9,40.5,53.6,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126,,,,,,,,,,,,,,*789/D3,1992
153,y Vida Blue,1st,23,0.053,114,35,17,45.1,38.3,41.7,61.5,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,*1,1992
154,y X-Bobby Grich,1st,11,0.026,43,32,17,71.1,46.4,58.7,56.9,2008,6890,1033,1833,224,864,104,1087,0.266,0.371,0.424,0.794,125,,,,,,,,,,,,,,*4635/D,1992
155,y X-Dusty Baker,1st,4,0.009,25,24,19,37,26.2,31.6,53.6,2039,7117,964,1981,242,1013,137,762,0.278,0.347,0.432,0.779,116,,,,,,,,,,,,,,*7*8*93/D,1992
156,y X-Dave Kingman,1st,3,0.007,49,23,16,17.3,16,16.7,53.6,1941,6677,901,1575,442,1210,85,608,0.236,0.302,0.478,0.78,115,0,0,9,47,2.25,2,0,0,4,3,0,6,4,*3*7*D59/1,1992
157,y X-Bill Russell,1st,3,0.007,26,15,18,31.3,21.3,26.3,55,2181,7318,796,1926,46,627,167,483,0.263,0.31,0.338,0.648,83,,,,,,,,,,,,,,*69847/5,1992
158,y X-Cesar Cedeno,1st,2,0.005,43,28,17,52.8,41.4,47.1,57.8,2006,7310,1084,2087,199,976,550,664,0.285,0.347,0.443,0.79,123,,,,,,,,,,,,,,*8397,1992
159,y X-Steve Yeager,1st,2,0.005,32,23,15,17.9,14.8,16.4,44.7,1269,3584,357,816,102,410,14,342,0.228,0.298,0.355,0.653,83,,,,,,,,,,,,,,*2,1992
160,y X-Toby Harrah,1st,1,0.002,21,33,17,51.4,35.4,43.4,55.7,2155,7402,1115,1954,195,918,238,1153,0.264,0.365,0.395,0.76,114,,,,,,,,,,,,,,*5*64/D9,1992
161,y X-Dennis Leonard,1st,1,0.002,39,21,12,25.7,23.9,24.8,61.5,3,0,0,0,0,0,0,0,,,,,,144,106,3.7,107,1.262,312,302,1,2187,2137,202,622,1323,*1/D,1992
162,y X-Ken Forsch,1st,0,0,9,14,16,26,21.1,23.5,61.5,421,383,16,52,0,17,1,16,0.136,0.17,0.151,0.322,-7,114,113,3.37,106,1.249,521,241,51,2127.1,2071,155,586,1047,*1,1992
163,y X-Pete Vuckovich,1st,0,0,24,12,11,16.4,17,16.7,61.5,111,208,15,33,0,13,1,3,0.159,0.169,0.192,0.361,-1,93,69,3.66,104,1.374,286,186,10,1455.1,1454,107,545,882,1,1992
164,y X-Garry Maddox,1st,0,0,25,16,15,36.8,30.4,33.6,57.8,1749,6331,777,1802,117,754,248,323,0.285,0.32,0.413,0.733,101,,,,,,,,,,,,,,*8/79,1992
165,y X-John Denny,1st,0,0,25,13,13,32.2,29.7,30.9,61.5,270,570,44,97,0,29,9,19,0.17,0.197,0.193,0.39,8,123,108,3.59,105,1.336,325,322,0,2148.2,2093,137,778,1146,*1,1992
166,y X-Ben Oglivie,1st,0,0,32,18,16,26.4,23.5,24.9,53.6,1754,5913,784,1615,235,901,87,560,0.273,0.336,0.45,0.786,118,,,,,,,,,,,,,,*7*9D3/8,1992
167,y X-Gorman Thomas,1st,0,0,35,16,13,19.8,21.4,20.6,57.8,1436,4677,681,1051,268,782,50,697,0.225,0.324,0.448,0.772,114,,,,,,,,,,,,,,*8D97/35,1992
168,y Reggie Jackson,1st,396,0.936,171,54,21,74,46.8,60.4,56.8,2820,9864,1551,2584,563,1702,228,1375,0.262,0.356,0.49,0.846,139,,,,,,,,,,,,,,*9*D8/7,1993
169,y Phil Niekro HOF,1st,278,0.657,157,52,24,95.9,54.3,75.1,61.5,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,1993
170,y Orlando Cepeda HOF,14th,252,0.596,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1993
171,y Tony Perez HOF,2nd,233,0.551,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1993
172,y Steve Garvey,1st,176,0.416,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1993
173,y Tony Oliva,12th,157,0.371,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1993
174,y Ron Santo HOF,10th,155,0.366,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1993
175,y Jim Kaat,5th,125,0.296,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1993
176,y Dick Allen,10th,70,0.165,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1993
177,y Ken Boyer,14th,69,0.163,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1993
178,y Minnie Minoso,9th,67,0.158,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1993
179,y Joe Torre HOF,11th,63,0.149,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1993
180,y Luis Tiant,6th,62,0.147,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1993
181,y Bobby Bonds,7th,45,0.106,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1993
182,y Mickey Lolich,9th,43,0.102,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1993
183,y Thurman Munson,13th,40,0.095,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1993
184,y Vada Pinson,12th,38,0.09,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1993
185,y Vida Blue,2nd,37,0.087,114,35,17,45.1,38.3,41.7,61.5,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,*1,1993
186,y Curt Flood,12th,36,0.085,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1993
187,y Rusty Staub,3rd,32,0.076,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1993
188,y George Foster,2nd,29,0.069,92,27,18,44.2,36.9,40.5,53.6,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126,,,,,,,,,,,,,,*789/D3,1993
189,y X-Bill Madlock,1st,19,0.045,69,31,15,38.2,28.4,33.3,55.7,1806,6594,920,2008,163,860,174,605,0.305,0.365,0.442,0.807,123,,,,,,,,,,,,,,*54D3,1993
190,y Pete Rose,2nd,14,0.033,311,55,24,79.7,44.9,62.3,53.6,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118,,,,,,,,,,,,,,*3*7*5*4*98,1993
191,y X-Ron Cey,1st,8,0.019,36,29,17,53.8,37.1,45.4,55.7,2073,7162,977,1868,316,1139,24,1012,0.261,0.354,0.445,0.799,121,,,,,,,,,,,,,,*5D/3,1993
192,y X-Andre Thornton,1st,2,0.005,18,19,14,24.2,23.2,23.7,54.8,1565,5291,792,1342,253,895,48,876,0.254,0.36,0.452,0.811,123,,,,,,,,,,,,,,*D*3/95,1993
193,y X-Doug DeCinces,1st,2,0.005,13,20,15,41.7,31.4,36.5,55.7,1649,5809,778,1505,237,879,58,618,0.259,0.329,0.445,0.774,115,,,,,,,,,,,,,,*54/D367,1993
194,y X-Davey Lopes,1st,2,0.005,33,26,16,42.4,30.2,36.3,56.9,1812,6354,1023,1671,155,614,557,833,0.263,0.349,0.388,0.737,107,,,,,,,,,,,,,,*48795/D6,1993
195,y X-Bill Campbell,1st,1,0.002,29,11,15,12.5,13.2,12.9,32.5,264,26,2,4,0,2,0,4,0.154,0.267,0.154,0.421,19,83,68,3.54,111,1.329,700,9,126,1229.1,1139,82,495,864,*1,1993
196,y X-Cecil Cooper,1st,0,0,96,28,17,36,30,33,54.8,1896,7349,1012,2192,241,1125,89,448,0.298,0.337,0.466,0.803,121,,,,,,,,,,,,,,*3*D,1993
197,y X-Rick Burleson,1st,0,0,20,17,13,22.8,21.3,22.1,55,1346,5139,656,1401,50,449,72,420,0.273,0.328,0.361,0.689,87,,,,,,,,,,,,,,*64D/5,1993
198,y X-Hal McRae,1st,0,0,49,24,19,27.9,24.2,26.1,53.6,2084,7218,940,2091,191,1097,109,648,0.29,0.351,0.454,0.805,123,,,,,,,,,,,,,,*D*798/54,1993
199,y X-Darrell Porter,1st,0,0,63,31,17,40.9,29.1,35,44.7,1782,5539,765,1369,188,826,39,905,0.247,0.354,0.409,0.763,113,,,,,,,,,,,,,,*2D/3,1993
200,y X-Gary Matthews,1st,0,0,20,29,16,30.4,22.3,26.4,53.6,2033,7147,1083,2011,234,978,183,940,0.281,0.364,0.439,0.802,118,,,,,,,,,,,,,,*7*9D,1993
201,y Steve Carlton,1st,436,0.956,266,58,24,90.2,54.3,72.3,61.5,699,1719,123,346,13,140,2,41,0.201,0.223,0.259,0.482,33,329,244,3.22,115,1.247,741,709,2,5217.2,4672,414,1833,4136,*1,1994
202,y X-Orlando Cepeda HOF,15th,335,0.735,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1994
203,y Phil Niekro HOF,2nd,273,0.599,157,52,24,95.9,54.3,75.1,61.5,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,1994
204,y Tony Perez HOF,3rd,263,0.577,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1994
205,y Don Sutton HOF,1st,259,0.568,149,58,23,66.7,33.9,50.3,61.5,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,1994
206,y Steve Garvey,2nd,166,0.364,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1994
207,y Tony Oliva,13th,158,0.346,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1994
208,y Ron Santo HOF,11th,150,0.329,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1994
209,y Bruce Sutter HOF,1st,109,0.239,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,1994
210,y Jim Kaat,6th,98,0.215,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1994
211,y Dick Allen,11th,66,0.145,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1994
212,y X-Ken Boyer,15th,54,0.118,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1994
213,y Joe Torre HOF,12th,53,0.116,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1994
214,y Vada Pinson,13th,46,0.101,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1994
215,y Minnie Minoso,10th,45,0.099,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1994
216,y Luis Tiant,7th,42,0.092,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1994
217,y Curt Flood,13th,39,0.086,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1994
218,y Graig Nettles,1st,38,0.083,63,31,22,68,42.4,55.2,55.7,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,,,,,,,,,,,,,,*57/39D68,1994
219,y Bobby Bonds,8th,37,0.081,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1994
220,y Rusty Staub,4th,36,0.079,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1994
221,y Thurman Munson,14th,31,0.068,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1994
222,y Dave Concepcion,1st,31,0.068,107,29,19,40.1,29.9,35,55,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,,1.5,1,0,0,1.1,2,0,0,1,*6453/81,1994
223,y Ron Guidry,1st,24,0.053,107,38,14,47.8,38,42.9,61.5,14,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,1994
224,y Mickey Lolich,10th,23,0.05,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1994
225,y X-Pete Rose,3rd,19,0.042,311,55,24,79.7,44.9,62.3,53.6,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118,,,,,,,,,,,,,,*3*7*5*4*98,1994
226,y X-Ted Simmons,1st,17,0.037,125,44,21,50.3,34.8,42.6,44.7,2456,8680,1074,2472,248,1389,21,855,0.285,0.348,0.437,0.785,118,,,,,,,,,,,,,,*2D37/59,1994
227,y George Foster,3rd,16,0.035,92,27,18,44.2,36.9,40.5,53.6,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126,,,,,,,,,,,,,,*789/D3,1994
228,y Vida Blue,3rd,14,0.031,114,35,17,45.1,38.3,41.7,61.5,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,*1,1994
229,y Don Baylor,1st,12,0.026,44,30,19,28.5,21.7,25.1,53.6,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118,,,,,,,,,,,,,,*D*7938,1994
230,y X-Joe Niekro,1st,6,0.013,47,26,22,29.7,21.7,25.7,61.5,646,973,55,152,1,72,1,38,0.156,0.188,0.188,0.376,8,221,204,3.59,98,1.319,702,500,16,3584.1,3466,276,1262,1747,*1,1994
231,y X-Jose Cruz,1st,2,0.004,28,28,19,54.4,36.3,45.4,53.6,2353,7917,1036,2251,165,1077,317,898,0.284,0.354,0.42,0.774,120,,,,,,,,,,,,,,*7*98/D3,1994
232,y X-Phil Garner,1st,2,0.004,17,17,16,29.7,23.3,26.5,56.9,1860,6136,780,1594,109,738,225,564,0.26,0.323,0.389,0.711,99,,,,,,,,,,,,,,*4*56/D,1994
233,y X-Larry Parrish,1st,2,0.004,22,18,15,15.7,15.8,15.7,55.7,1891,6792,850,1789,256,992,30,529,0.263,0.318,0.439,0.757,107,,,,,,,,,,,,,,*5*9*D3/746,1994
234,y X-Ray Knight,1st,1,0.002,20,9,13,13.3,15.9,14.6,55.7,1495,4829,490,1311,84,595,14,343,0.271,0.321,0.39,0.711,99,,,,,,,,,,,,,,*5*3D/4769,1994
235,y X-Scott McGregor,1st,0,0,37,16,13,20.2,20.3,20.2,61.5,1,0,0,0,0,0,0,0,,,,,,138,108,3.99,98,1.291,356,309,5,2140.2,2245,235,518,904,*1/D,1994
236,y X-Bob Horner,1st,0,0,16,22,10,21.9,19.1,20.5,55.7,1020,3777,560,1047,218,685,14,369,0.277,0.34,0.499,0.839,127,,,,,,,,,,,,,,*5*3,1994
237,y X-Mario Soto,1st,0,0,27,15,12,25.7,27,26.4,61.5,303,530,32,70,1,24,0,11,0.132,0.152,0.166,0.318,-12,100,92,3.47,108,1.186,297,224,4,1730.1,1395,172,657,1449,1,1994
238,y X-Chris Chambliss,1st,0,0,16,15,17,27.5,20.5,24,54.8,2175,7571,912,2109,185,972,40,632,0.279,0.334,0.415,0.749,109,,,,,,,,,,,,,,*3/D,1994
239,y X-George Hendrick,1st,0,0,31,23,18,29.1,24.2,26.6,57.8,2048,7129,941,1980,267,1111,59,567,0.278,0.329,0.446,0.775,117,,,,,,,,,,,,,,*9*873/D,1994
240,y Mike Schmidt,1st,444,0.965,250,56,18,106.8,58.7,82.8,55.7,2404,8352,1506,2234,548,1595,174,1507,0.267,0.38,0.527,0.908,147,,,,,,,,,,,,,,*53/64,1995
241,y Phil Niekro HOF,3rd,286,0.622,157,52,24,95.9,54.3,75.1,61.5,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,1995
242,y Don Sutton HOF,2nd,264,0.574,149,58,23,66.7,33.9,50.3,61.5,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,1995
243,y Tony Perez HOF,4th,259,0.563,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1995
244,y Steve Garvey,3rd,196,0.426,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1995
245,y Tony Oliva,14th,149,0.324,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1995
246,y Ron Santo HOF,12th,139,0.302,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1995
247,y Jim Rice HOF,1st,137,0.298,147,43,16,47.7,36.4,42.1,53.6,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,,,,,,,,,,,,,,*7*D9/8,1995
248,y Bruce Sutter HOF,2nd,137,0.298,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,1995
249,y Jim Kaat,7th,100,0.217,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1995
250,y Tommy John,1st,98,0.213,112,44,26,61.5,34.6,48,61.5,452,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1,1995
251,y Dick Allen,12th,72,0.157,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1995
252,y Minnie Minoso,11th,66,0.143,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1995
253,y Curt Flood,14th,59,0.128,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1995
254,y Joe Torre HOF,13th,50,0.109,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1995
255,y Luis Tiant,8th,45,0.098,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1995
256,y Dave Concepcion,2nd,43,0.093,107,29,19,40.1,29.9,35,55,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,,1.5,1,0,0,1.1,2,0,0,1,*6453/81,1995
